Jockey,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Todd, C J","1","0","1","0","100","-1","1","0","1","0","100","-1","350","20","67","5.71","19.14","-210.4","36","2","147","10","29","6.8","19.73","-85.67","23","7","15","30.43","30.43","0.77","222","17","50","7.66","7.66","-91.01",
"Tudor, Jack","6","0","1","0","16.67","-6","17","3","5","17.65","29.41","5.5","682","82","181","12.02","26.54","-135.25","10","7","405","53","114","13.09","28.15","-86.62","79","31","46","39.24","39.24","9.96","481","63","128","13.1","13.1","-87.58",
"Turner, James","1","0","1","0","100","-1","4","0","2","0","50","-4","170","14","42","8.24","24.71","-3.92","74","19","125","13","38","10.4","30.4","-59.92","11","4","8","36.36","36.36","3.75","131","12","35","9.16","9.16","23.75",
"Twiston-Davies, Sam","8","2","6","25","75","-2.58","13","3","8","23.08","61.54","0.92","1266","182","462","14.38","36.49","-194.63","2","2","619","96","243","15.51","39.26","-100.36","233","74","135","31.76","31.76","-34.71","796","114","277","14.32","14.32","3.89",
"Walker, Mr S","3","1","2","33.33","66.67","-0.75","4","1","2","25","50","-1.75","62","11","24","17.74","38.71","-13.92","6","3","34","6","14","17.65","41.18","-3.92","17","5","10","29.41","29.41","-3.92","62","11","24","17.74","17.74","-13.92",
"Watson, Jason","14","0","5","0","35.71","-14","32","2","10","6.25","31.25","-25.89","960","90","271","9.38","28.23","-317","9","22","349","41","112","11.75","32.09","-74.56","99","31","63","31.31","31.31","-5.28","702","66","198","9.4","9.4","-176.92",
"Wedge, Adam","5","1","2","20","40","-0.5","8","1","2","12.5","25","-3.5","754","70","175","9.28","23.21","-233.94","5","4","305","27","73","8.85","23.93","-60.18","57","18","33","31.58","31.58","1.27","525","50","124","9.52","9.52","-159.02",
"Whearty, R","10","1","3","10","30","-7.62","11","1","4","9.09","36.36","-8.62","672","51","163","7.59","24.26","-116.03","3","6","415","34","108","8.19","26.02","-51.78","43","12","25","27.91","27.91","2.22","510","42","137","8.24","8.24","-140.16",
"Whelan, R P","7","0","0","0","0","-7","21","3","4","14.29","19.05","-2","1061","124","312","11.69","29.41","-147.4","8","10","524","62","150","11.83","28.63","-115.57","112","39","70","34.82","34.82","15.57","537","77","187","14.34","14.34","38.68",
"Williams, Lorcan","2","0","0","0","0","-2","3","0","0","0","0","-3","320","48","110","15","34.38","-108.1","88","12","157","28","61","17.83","38.85","-32.94","51","20","32","39.22","39.22","-7.03","177","27","64","15.25","15.25","-35.52",
"Woods, K K","9","0","2","0","22.22","-9","12","0","2","0","16.67","-12","588","81","218","13.78","37.07","-82.45","37","15","327","43","114","13.15","34.86","-26.66","86","30","54","34.88","34.88","-5.44","353","54","134","15.3","15.3","27.05",
 
