Jockey,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Moldoveanu, Sorin","0","0","0","0","0","0","0","0","0","0","0","0","26","2","3","7.69","11.54","-4.5","122","8","18","2","3","11.11","16.67","3.5","0","0","0","0","0","0","14","1","2","7.14","7.14","-7.5",
"Morris, Luke","22","0","6","0","27.27","-22","45","2","12","4.44","26.67","-29.75","2120","189","565","8.92","26.65","-602.94","9","26","950","86","245","9.05","25.79","-307.88","192","58","113","30.21","30.21","-31.09","1557","144","415","9.25","9.25","-393.52",
"Mortensen, Mikkel","4","0","0","0","0","-4","8","1","1","12.5","12.5","-2","117","12","30","10.26","25.64","-34.42","9","5","78","8","20","10.26","25.64","-29.17","12","2","4","16.67","16.67","-5.67","105","12","29","11.43","11.43","-22.42",
"Mullen, Andrew","21","2","4","9.52","19.05","-5.5","33","2","7","6.06","21.21","-17.5","1135","99","283","8.72","24.93","-343.95","6","15","577","47","134","8.15","23.22","-158.06","83","22","52","26.51","26.51","-20.07","892","82","225","9.19","9.19","-218.4",
"Mulligan, R M","2","0","1","0","50","-2","6","0","3","0","50","-6","130","6","26","4.62","20","-74","47","19","102","6","26","5.88","25.49","-46","5","1","4","20","20","-0.5","112","6","24","5.36","5.36","-56",
"Mulrennan, Paul","29","5","9","17.24","31.03","-6.37","43","6","13","13.95","30.23","-18.8","1547","190","489","12.28","31.61","-299.31","1","1","730","92","232","12.6","31.78","-187.73","262","78","157","29.77","29.77","-21.87","1212","154","390","12.71","12.71","-203.81",
"Murphy, Oisin","43","12","23","27.91","53.49","11.76","69","14","33","20.29","47.83","-2.24","1793","343","807","19.13","45.01","-206.01","1","3","1103","227","538","20.58","48.78","-64.52","521","174","331","33.4","33.4","-35.89","1085","184","436","16.96","16.96","-225.66",
"Murtagh, Connor","7","0","1","0","14.29","-7","15","1","5","6.67","33.33","-5","299","18","63","6.02","21.07","-132.54","8","8","137","13","40","9.49","29.2","-12.54","10","2","6","20","20","-1.62","199","15","53","7.54","7.54","-50.79",
"Muscutt, D","19","3","9","15.79","47.37","6.83","48","9","16","18.75","33.33","8.2","1713","213","578","12.43","33.74","-510.6","1","1","798","90","252","11.28","31.58","-263.08","292","92","180","31.51","31.51","-24.18","1150","151","416","13.13","13.13","-274.91",
"Nolan, D","23","1","10","4.35","43.48","-20.25","32","5","15","15.63","46.88","-10","787","95","255","12.07","32.4","-143.16","2","3","534","67","170","12.55","31.84","-99.92","96","23","50","23.96","23.96","-20.45","624","79","206","12.66","12.66","-70.78",
"ONeill, K T","17","2","6","11.76","35.29","-10.29","32","4","14","12.5","43.75","-11.29","1520","138","399","9.08","26.25","-308.16","5","10","771","74","215","9.6","27.89","-236.52","116","37","72","31.9","31.9","-15.4","1113","93","282","8.36","8.36","-276.92",
"Orr, Oisin","22","2","4","9.09","18.18","-15.37","44","6","12","13.64","27.27","-21.08","1109","134","373","12.08","33.63","-345.18","1","4","599","73","182","12.19","30.38","-184.54","148","47","82","31.76","31.76","-2.48","767","84","238","10.95","10.95","-246.76",
"Osborne, Saffie","18","2","5","11.11","27.78","-9.25","34","3","10","8.82","29.41","-16.25","1223","160","386","13.08","31.56","-51.47","3","4","623","92","206","14.77","33.07","-28.01","131","49","79","37.4","37.4","19.99","865","122","289","14.1","14.1","107.95",
"OSullivan, Aileen","1","0","0","0","0","-1","2","0","0","0","0","-2","47","1","5","2.13","10.64","-6","75","7","31","1","3","3.23","9.68","10","0","0","0","0","0","0","44","1","5","2.27","2.27","-3",
"Parker, Miss C","1","1","1","100","100","5.5","2","1","1","50","50","4.5","3","1","1","33.33","33.33","3.5","3","1","3","1","1","33.33","33.33","3.5","0","0","0","0","0","0","3","1","1","33.33","33.33","3.5",
"Peate, Jonny","5","0","2","0","40","-5","11","0","2","0","18.18","-11","701","59","181","8.42","25.82","-252.62","26","20","366","30","97","8.2","26.5","-105.95","58","17","36","29.31","29.31","-5.86","589","56","159","9.51","9.51","-151.12",
"Pinna, Mr Andrea","0","0","0","0","0","0","0","0","0","0","0","0","44","2","11","4.55","25","-30","98","16","43","2","11","4.65","25.58","-29","2","0","1","0","0","-2","37","2","10","5.41","5.41","-23",
"Planas, Connor","8","0","0","0","0","-8","15","0","3","0","20","-15","465","48","141","10.32","30.32","-137.93","49","33","193","10","52","5.18","26.94","-109.5","61","17","36","27.87","27.87","-6.01","384","41","121","10.68","10.68","-105.56",
"Powell, J A","10","1","2","10","20","2","17","1","3","5.88","17.65","-5","617","45","144","7.29","23.34","-241.51","7","10","282","20","56","7.09","19.86","-116.84","50","10","28","20","20","-2.84","485","42","125","8.66","8.66","-133.51",
"Probert, David","24","4","7","16.67","29.17","-1.25","43","5","15","11.63","34.88","-7.25","1925","223","568","11.58","29.51","-203.2","2","1","948","113","297","11.92","31.33","42.13","206","57","120","27.67","27.67","-60.06","1304","155","390","11.89","11.89","-30.78",
"Queally, T P","6","2","2","33.33","33.33","12","12","2","3","16.67","25","6","506","60","139","11.86","27.47","-74.97","4","2","233","25","54","10.73","23.18","-92.08","59","24","40","40.68","40.68","14.53","381","49","107","12.86","12.86","-63.59",
"Rawlinson, Ali","12","1","1","8.33","8.33","-9","19","1","5","5.26","26.32","-16","696","73","195","10.49","28.02","-90.56","2","3","385","37","120","9.61","31.17","-83.79","53","16","30","30.19","30.19","-6.31","563","61","167","10.83","10.83","-44.56",
"Robinson, Ben","14","3","5","21.43","35.71","7","23","4","9","17.39","39.13","6.5","648","57","179","8.8","27.62","-170.67","1","3","354","32","98","9.04","27.68","-106.37","42","15","27","35.71","35.71","6.71","492","49","150","9.96","9.96","-83.93",
"Roche, L F","8","1","1","12.5","12.5","4","18","3","4","16.67","22.22","14.5","661","40","124","6.05","18.76","-57.16","6","6","313","19","55","6.07","17.57","3.88","31","7","13","22.58","22.58","-3.66","382","26","79","6.81","6.81","107.33",
"Rodriguez, Callum","7","0","1","0","14.29","-7","25","5","12","20","48","-4.92","726","126","294","17.36","40.5","-85.39","8","12","390","72","171","18.46","43.85","-53.6","166","59","98","35.54","35.54","-7.39","504","86","209","17.06","17.06","-34.77",
"Rooke, George","13","1","4","7.69","30.77","-11.09","21","2","6","9.52","28.57","-13.09","697","52","171","7.46","24.53","-213.67","7","12","365","28","94","7.67","25.75","-135.45","53","11","36","20.75","20.75","-24.57","483","33","126","6.83","6.83","-159.13",
"Russell, Harry","7","0","0","0","0","-7","13","1","2","7.69","15.38","-4","490","37","96","7.55","19.59","-142.81","13","12","275","19","44","6.91","16","-99.79","25","7","9","28","28","-2.64","366","28","79","7.65","7.65","-108.64",
"Rutledge, Siobhan","4","0","0","0","0","-4","12","0","1","0","8.33","-12","662","34","110","5.14","16.62","-251.42","21","18","339","13","41","3.83","12.09","-138","27","5","12","18.52","18.52","-5.17","536","29","93","5.41","5.41","-189.92",
"Ryan, Gavin","6","0","2","0","33.33","-6","17","0","2","0","11.76","-17","723","60","161","8.3","22.27","-217.12","19","21","351","33","85","9.4","24.22","-126.78","60","15","33","25","25","-16.7","345","29","67","8.41","8.41","-12.04",
"Ryan, J J G","22","1","4","4.55","18.18","-14.5","41","3","10","7.32","24.39","-22.5","853","57","204","6.68","23.92","-289.41","5","10","527","37","125","7.02","23.72","-141.79","42","5","22","11.9","11.9","-22.24","647","48","172","7.42","7.42","-162.16",
"Ryan, Rossa","29","3","6","10.34","20.69","11.5","52","7","15","13.46","28.85","6.25","2207","384","881","17.4","39.92","92.81","1","1","1244","220","496","17.68","39.87","-69.68","483","173","319","35.82","35.82","10.16","1465","249","567","17","17","-57.91",
"Sanderson, Benjamin","6","0","1","0","16.67","-6","11","0","2","0","18.18","-11","286","18","56","6.29","19.58","-121.76","22","16","145","9","27","6.21","18.62","-28.25","28","4","13","14.29","14.29","-17.59","228","18","52","7.89","7.89","-63.76",
"Sayette, B D L","9","1","1","11.11","11.11","-6.12","20","4","4","20","20","13.38","825","97","256","11.76","31.03","-199.84","5","3","402","36","109","8.96","27.11","-148.73","104","35","63","33.65","33.65","-17.46","550","61","165","11.09","11.09","-124.27",
"Scott, Rowan","16","2","5","12.5","31.25","-8.25","30","3","10","10","33.33","-19","901","73","257","8.1","28.52","-381.97","2","6","484","40","142","8.26","29.34","-193.75","57","13","32","22.81","22.81","-13.51","667","60","201","9","9","-221.59",
"Scudamore, Miss Margot","0","0","0","0","0","0","0","0","0","0","0","0","12","1","4","8.33","33.33","-6.5","54","5","12","1","4","8.33","33.33","-6.5","0","0","0","0","0","0","12","1","4","8.33","8.33","-6.5",
"Sexton, Ryan","7","0","1","0","14.29","-7","15","0","3","0","20","-15","775","73","206","9.42","26.58","-177.55","15","16","406","34","102","8.37","25.12","-63.74","69","17","38","24.64","24.64","-13.92","650","65","179","10","10","-105.35",
"Sheehy, M P","7","0","0","0","0","-7","13","1","1","7.69","7.69","-9.75","452","27","87","5.97","19.25","-138.16","12","11","189","8","30","4.23","15.87","-73.68","29","9","19","31.03","31.03","-10.24","200","7","34","3.5","3.5","-88.67",
"Shepherd, Callum","25","3","7","12","28","-15.84","48","5","16","10.42","33.33","-24.84","1424","165","450","11.59","31.6","-212.61","4","9","887","105","282","11.84","31.79","-151.88","161","54","94","33.54","33.54","-0.39","962","121","321","12.58","12.58","-142.51",
"Sheridan, J M","12","0","4","0","33.33","-12","19","1","5","5.26","26.32","-4","759","41","182","5.4","23.98","-411.92","8","13","387","20","91","5.17","23.51","-249.75","37","10","23","27.03","27.03","-1.92","492","32","119","6.5","6.5","-193.75",
"Shoemark, Kieran","15","5","7","33.33","46.67","8.38","24","6","11","25","45.83","2.63","1088","139","357","12.78","32.81","-160.15","3","4","688","91","235","13.23","34.16","-47.29","136","47","77","34.56","34.56","-5.02","630","79","202","12.54","12.54","13.25",
"Sousa, Silvestre De","19","0","6","0","31.58","-19","45","4","17","8.89","37.78","-33.79","468","62","175","13.25","37.39","-18.15","9","24","468","62","175","13.25","37.39","-18.15","82","26","53","31.71","31.71","-11.14","327","38","115","11.62","11.62","-40.46",
"Stott, Kevin","13","1","4","7.69","30.77","-3","25","1","10","4","40","-15","1329","194","494","14.6","37.17","-302.96","6","9","419","44","133","10.5","31.74","-172.41","263","93","180","35.36","35.36","-18.53","840","119","295","14.17","14.17","-169.27",
"Sullivan, James P","9","0","1","0","11.11","-9","23","0","1","0","4.35","-23","895","72","224","8.04","25.03","-301.92","15","25","473","35","102","7.4","21.56","-205.92","52","14","25","26.92","26.92","-3.25","757","62","193","8.19","8.19","-265.04",
"Tabti, M","3","0","2","0","66.67","-3","4","0","2","0","50","-4","154","14","53","9.09","34.42","-40.67","19","11","64","6","21","9.38","32.81","-16","19","7","11","36.84","36.84","2.5","130","11","45","8.46","8.46","-39.42",
"Thomas, Mr Philip","0","0","0","0","0","0","0","0","0","0","0","0","9","2","3","22.22","33.33","-0.62","367","5","4","0","0","0","0","-4","2","1","1","50","50","0.38","9","2","3","22.22","22.22","-0.62",
"Tudhope, Daniel","19","1","5","5.26","26.32","-15.25","34","5","11","14.71","32.35","-13.85","1262","195","469","15.45","37.16","-218.15","4","8","660","109","266","16.52","40.3","-115.13","272","92","166","33.82","33.82","-5.65","799","102","280","12.77","12.77","-216.44",
"Turner, Hayley","7","1","2","14.29","28.57","0","22","1","3","4.55","13.64","-15","771","73","206","9.47","26.72","-186.4","5","3","393","40","105","10.18","26.72","-27.06","65","23","43","35.38","35.38","6.39","525","50","142","9.52","9.52","-110.66",
"Watson, Jason","15","1","4","6.67","26.67","-10","27","3","9","11.11","33.33","-16.89","954","90","268","9.43","28.09","-311","6","12","346","41","108","11.85","31.21","-71.56","100","31","64","31","31","-6.28","701","66","198","9.42","9.42","-175.92",
"Waugh, Amie","15","1","4","6.67","26.67","-7","20","2","5","10","25","-8.75","317","17","60","5.36","18.93","-107.67","1","3","171","13","40","7.6","23.39","-39.92","17","5","7","29.41","29.41","3.5","275","17","60","6.18","6.18","-65.67",
"Whearty, R","4","0","2","0","50","-4","15","2","8","13.33","53.33","-8.62","668","50","162","7.49","24.25","-114.41","12","6","412","34","109","8.25","26.46","-17.16","42","11","24","26.19","26.19","0.84","508","41","136","8.07","8.07","-140.54",
"Whelan, Trevor","8","1","3","12.5","37.5","-2.5","21","2","6","9.52","28.57","-6","880","75","206","8.52","23.41","-233.95","7","7","457","44","111","9.63","24.29","-144.51","47","22","34","46.81","46.81","12.59","562","54","139","9.61","9.61","-146.45",
"Wilkie, Brandon","7","1","3","14.29","42.86","8","15","3","5","20","33.33","12.5","392","45","111","11.48","28.32","-75","5","3","303","36","91","11.88","30.03","-45.71","39","12","21","30.77","30.77","-7.16","352","40","98","11.36","11.36","-63.58",
"Winn, Mark","14","4","6","28.57","42.86","48.08","27","4","7","14.81","25.93","35.08","698","80","218","11.46","31.23","-109.52","2","7","376","38","107","10.11","28.46","-51.68","90","31","56","34.44","34.44","9.4","626","75","200","11.98","11.98","-110.65",
"Wonnacott, Millie","3","0","0","0","0","-3","9","1","1","11.11","11.11","0.5","100","8","22","8","22","-47.87","12","7","54","6","16","11.11","29.63","-24.37","7","4","5","57.14","57.14","6.63","74","7","16","9.46","9.46","-25.62",
"Wood, George","6","0","3","0","50","-6","14","0","7","0","50","-14","423","30","102","7.09","24.11","-129.46","30","24","231","14","59","6.06","25.54","-93.3","30","8","16","26.67","26.67","-1.46","280","24","75","8.57","8.57","-28.71",
"Woods, Sorcha","0","0","0","0","0","0","2","0","0","0","0","-2","103","8","23","7.77","22.33","0.33","110","35","66","4","14","6.06","21.21","5.83","6","2","6","33.33","33.33","3.33","93","8","23","8.6","8.6","10.33",
 
